,Name,Year,Owner_Type,Seats,Kilometers_Driven,Fuel_Type,Transmission,Mileage,Engine,Power,Price
236,Suzuki Ciaz 1.3 Alpha,2016,First,5,34000.0,Diesel,Manual,28.09,1248.0,88.5,8.45
237,Skoda Rapid Leisure 1.6 TDI MT,2012,First,5,55000.0,Diesel,Manual,20.5,1598.0,103.6,3.5
238,Hyundai Accent CRDi,2006,First,5,160538.0,Diesel,Manual,13.1,1493.0,82.0,1.8
239,Volkswagen Polo GT 1.5 TDI,2014,Second,5,60000.0,Diesel,Manual,19.91,1498.0,103.6,3.7
240,Honda Jazz 1.2 VX i VTEC,2017,First,5,49575.0,Petrol,Manual,18.7,1199.0,88.7,7.17
241,Hyundai i10 Era,2010,First,5,83000.0,Petrol,Manual,19.81,1086.0,68.05,1.75
242,Hyundai Tucson 2.0 e-VGT 2WD AT GLS,2018,First,5,51346.0,Diesel,Automatic,16.38,1995.0,183.0,21.99
243,Toyota Innova Crysta 2.4 ZX MT,2017,First,7,43000.0,Diesel,Manual,13.68,2393.0,147.8,18.65
244,Suzuki Omni MPI CARGO BSIII W/ IMMOBILISER,2011,Third,5,35000.0,Petrol,Manual,19.7,796.0,35.0,1.85
245,Suzuki Swift VXI BSIV,2017,Second,5,27872.0,Petrol,Manual,20.4,1197.0,81.8,5.95
246,Hyundai Grand i10 Magna,2014,First,5,16514.0,Petrol,Manual,18.9,1197.0,82.0,3.75
247,Suzuki Swift VDI,2012,First,5,120000.0,Diesel,Manual,22.9,1248.0,74.0,3.75
248,Hyundai Verna CRDi 1.6 SX,2008,First,5,143275.0,Diesel,Manual,22.0,1582.0,126.2,2.6
249,Hyundai i20 1.2 Sportz,2010,First,5,52000.0,Petrol,Manual,17.0,1197.0,80.0,2.8
250,Mercedes-Benz GLE 350d,2017,First,5,29819.0,Diesel,Automatic,11.57,2987.0,254.79,61.29
251,Mercedes-Benz New C-Class C 220 CDI CLASSIC,2014,Second,5,57000.0,Diesel,Manual,15.8,2148.0,170.0,18.0
252,Suzuki Ritz ZDi,2014,First,5,88500.0,Diesel,Manual,23.2,1248.0,73.94,4.35
253,Hyundai Creta 1.6 CRDi SX,2016,First,5,28000.0,Diesel,Manual,19.67,1582.0,126.2,13.75
254,Suzuki A-Star Vxi,2010,First,5,67000.0,Petrol,Manual,19.0,998.0,66.1,2.0
255,Renault Duster 110PS Diesel RXZ Option,2016,First,5,26000.0,Diesel,Manual,19.64,1461.0,108.45,10.0
256,Fiat Grande Punto 1.3 Emotion Pack (Diesel),2010,First,5,120000.0,Diesel,Manual,17.8,1248.0,76.0,1.65
257,BMW X3 xDrive30d M Sport,2017,First,5,51982.0,Diesel,Automatic,16.55,2993.0,258.0,45.77
258,Hyundai i10 Sportz,2010,Second,5,36000.0,Petrol,Manual,20.36,1197.0,78.9,3.25
259,Toyota Innova 2.5 G4 Diesel 7-seater,2016,First,7,47000.0,Diesel,Manual,12.8,2494.0,102.0,12.8
260,Suzuki Zen VXI BSII,2002,Third,5,60000.0,Petrol,Manual,17.3,993.0,60.0,0.55
261,Suzuki Swift VDI,2018,First,5,31025.0,Diesel,Manual,28.4,1248.0,74.0,7.15
262,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,2013,Second,8,105000.0,Diesel,Manual,12.05,2179.0,120.0,7.0
263,Tata Zest Quadrajet 1.3 75PS XE,2017,First,5,121900.0,Diesel,Manual,22.95,1248.0,74.0,3.75
264,Ford EcoSport 1.0 Ecoboost Titanium Plus,2017,First,5,22695.0,Petrol,Manual,18.88,999.0,123.24,8.5
265,Suzuki Swift Dzire ZDI,2012,First,5,73000.0,Diesel,Manual,23.4,1248.0,74.0,4.35
266,Suzuki Alto 800 LXI,2016,First,5,32227.0,Petrol,Manual,22.74,796.0,47.3,3.26
267,Honda City 1.5 S MT,2011,First,5,55000.0,Petrol,Manual,17.0,1497.0,118.0,4.21
268,Audi Q7 3.0 TDI Quattro Technology,2018,First,7,11287.0,Diesel,Automatic,12.07,2967.0,241.4,70.36
269,Skoda Laura 1.9 TDI AT Ambiente,2009,Second,5,48000.0,Diesel,Automatic,17.0,1896.0,105.0,2.95
270,Hyundai Verna 1.6 SX VTVT (O),2012,First,5,54308.0,Petrol,Manual,17.1,1591.0,121.3,4.28
271,Honda City 1.5 V AT,2009,First,5,78442.0,Petrol,Automatic,16.8,1497.0,118.0,3.57
272,Hyundai i20 Magna Optional 1.4 CRDi,2013,First,5,46000.0,Diesel,Manual,21.9,1396.0,88.8,3.11
273,Hyundai i20 Sportz AT 1.4,2014,First,5,45051.0,Petrol,Automatic,15.0,1396.0,98.6,5.96
274,Volkswagen Vento Diesel Highline,2011,First,5,69000.0,Diesel,Manual,20.54,1598.0,103.6,4.7
275,Honda City i VTEC VX,2014,First,5,49000.0,Petrol,Manual,17.4,1497.0,117.3,6.9
276,Tata Zest Quadrajet 1.3 75PS XE,2018,First,5,45000.0,Diesel,Manual,22.95,1248.0,74.0,5.25
277,BMW 5 Series 2003-2012 520d,2015,First,5,64000.0,Diesel,Automatic,18.48,1995.0,177.0,28.0
278,Suzuki Wagon R LXI Minor,2009,First,5,60000.0,Petrol,Manual,18.9,1061.0,67.0,1.35
279,Honda Jazz VX,2015,First,5,62178.0,Petrol,Manual,18.2,1199.0,88.7,4.85
280,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,2012,First,5,58006.0,Diesel,Manual,15.0,1896.0,105.0,6.7
281,Hyundai i10 Magna 1.2,2010,First,5,74000.0,Petrol,Manual,20.36,1197.0,78.9,3.1
282,Mercedes-Benz New C-Class C 220 CDI Avantgarde,2015,First,5,77771.0,Diesel,Automatic,19.27,2143.0,170.0,18.64
283,Hyundai i10 Magna 1.2 iTech SE,2012,First,5,45275.0,Petrol,Manual,20.36,1197.0,78.9,2.8
284,Toyota Innova Crysta 2.4 ZX MT,2016,First,7,48000.0,Diesel,Manual,13.68,2393.0,147.8,20.25
285,Audi A6 2011-2015 2.0 TDI Technology,2015,First,5,31652.0,Diesel,Automatic,17.68,1968.0,174.33,26.78
286,Toyota Innova 2.5 VX (Diesel) 7 Seater,2010,Second,7,109000.0,Diesel,Manual,12.99,2494.0,100.6,8.26
287,Volkswagen Polo Petrol Trendline 1.2L,2015,First,5,31978.0,Petrol,Manual,16.47,1198.0,73.9,3.89
288,Suzuki Alto K10 LXI,2011,First,5,70000.0,Petrol,Manual,20.92,998.0,67.1,2.1
289,Honda City i-VTEC CVT ZX,2017,First,5,15000.0,Petrol,Automatic,18.0,1497.0,117.3,12.69
290,Tata Indigo LX,2013,First,5,59138.0,Diesel,Manual,17.0,1405.0,70.0,2.58
291,Audi A6 2011-2015 2.0 TDI Premium Plus,2014,First,5,61726.0,Diesel,Automatic,17.68,1968.0,174.33,20.77
292,Mercedes-Benz GLA Class 200 CDI SPORT,2015,First,5,48000.0,Diesel,Automatic,17.9,2143.0,136.0,20.26
293,Suzuki Celerio VXI AT,2014,First,5,77815.0,Petrol,Automatic,23.1,998.0,67.04,4.25
294,Mercedes-Benz GLE 250d,2017,First,5,29000.0,Diesel,Automatic,17.9,2143.0,201.15,57.0
295,Land Rover Range Rover HSE Dynamic,2017,First,5,44000.0,Diesel,Automatic,12.7,2179.0,187.7,44.0
296,Volkswagen Vento Diesel Trendline,2011,First,5,108626.0,Diesel,Manual,20.54,1598.0,103.6,3.65
297,Suzuki Omni 8 Seater BSIV,2012,First,5,71791.0,Petrol,Manual,14.0,796.0,35.0,2.05
298,Honda Brio 1.2 VX MT,2012,First,5,91931.0,Petrol,Manual,18.5,1198.0,86.8,3.13
299,Tata Sumo Delux,2000,Second,7,158000.0,Diesel,Manual,14.07,2956.0,83.1,1.5
300,Tata Indica Vista Aura 1.3 Quadrajet,2012,First,5,91183.0,Diesel,Manual,18.0,1248.0,75.0,2.85
301,Suzuki Wagon R LXI BS IV,2012,First,5,65000.0,Petrol,Manual,18.9,998.0,67.1,2.65
302,Mahindra XUV500 W8 4WD,2015,First,7,88428.0,Diesel,Manual,16.0,2179.0,140.0,10.6
303,Tata Indigo LS Dicor,2008,Second,5,138000.0,Diesel,Manual,17.1,1396.0,70.0,1.25
304,Suzuki Ertiga Paseo VXI,2018,First,7,18000.0,Petrol,Manual,16.02,1373.0,93.7,8.25
305,Honda Accord 2.4 A/T,2011,First,5,60000.0,Petrol,Automatic,11.7,2354.0,177.6,4.45
306,Suzuki Swift Dzire VDi,2012,First,5,48000.0,Diesel,Manual,19.3,1248.0,73.9,3.7
307,Ford Fiesta EXi 1.4 TDCi Ltd,2009,First,5,160000.0,Diesel,Manual,17.8,1399.0,68.0,2.8
308,Honda City ZX GXi,2008,First,5,40000.0,Petrol,Manual,17.7,1497.0,78.0,1.8
309,Audi A6 2011-2015 2.0 TDI Premium Plus,2014,First,5,51495.0,Diesel,Automatic,17.68,1968.0,174.33,21.95
310,BMW 6 Series 640d Gran Coupe,2011,First,4,30000.0,Diesel,Automatic,9.52,2993.0,313.0,49.0
311,Audi Q7 45 TDI Quattro Technology,2017,First,7,97430.0,Diesel,Automatic,14.75,2967.0,245.0,62.67
312,Hyundai i20 1.4 CRDi Asta,2012,First,5,83000.0,Diesel,Manual,23.0,1396.0,90.0,5.5
313,Hyundai i10 Sportz AT,2009,Third,5,37000.0,Petrol,Automatic,16.95,1197.0,78.9,2.95
314,Honda Jazz 1.2 V CVT i VTEC,2016,First,5,28503.0,Petrol,Automatic,19.0,1199.0,88.7,6.86
315,Suzuki Swift VDI BSIV,2015,First,5,76496.0,Diesel,Manual,25.2,1248.0,74.0,6.15
316,Hyundai i20 Asta 1.2,2011,Second,5,79152.0,Petrol,Manual,18.5,1197.0,82.85,3.3
317,Volkswagen Polo Petrol Comfortline 1.2L,2011,First,5,32000.0,Petrol,Manual,16.47,1198.0,73.9,2.55
318,Suzuki Alto LXi,2009,First,5,35000.0,Petrol,Manual,19.7,796.0,46.3,1.5
319,Toyota Corolla H4,2004,Second,5,105000.0,Petrol,Automatic,11.3,1794.0,125.0,2.5
320,Suzuki Alto LXi,2006,Second,5,56000.0,Petrol,Manual,19.7,796.0,46.3,1.4
321,Tata Manza ELAN Quadrajet BS IV,2012,First,5,73000.0,Diesel,Manual,21.12,1248.0,88.8,3.4
322,Suzuki Alto LXi,2012,First,5,38000.0,Petrol,Manual,19.7,796.0,46.3,2.25
323,Skoda Octavia Ambition Plus 2.0 TDI AT,2013,First,5,775000.0,Diesel,Automatic,19.3,1968.0,141.0,7.5
324,Toyota Corolla H4,2008,First,5,80000.0,Petrol,Automatic,11.3,1794.0,125.0,2.8
325,Hyundai i20 Asta Option 1.2,2016,First,5,24973.0,Petrol,Manual,18.6,1197.0,81.83,7.66
326,Suzuki Vitara Brezza LDi,2016,First,5,45000.0,Diesel,Manual,24.3,1248.0,88.5,7.15
327,Honda City 1.5 V MT,2010,First,5,87430.0,Petrol,Manual,17.0,1497.0,118.0,3.5
328,Tata Indica Vista Aqua 1.3 Quadrajet,2014,Second,5,133944.0,Diesel,Manual,18.0,1248.0,75.0,3.5
329,Honda Amaze S i-Dtech,2013,First,5,57000.0,Diesel,Manual,25.8,1498.0,98.6,3.45
330,Hyundai EON D Lite Plus,2016,First,5,27904.0,Petrol,Manual,21.1,814.0,55.2,3.55
331,BMW 3 Series Luxury Line,2015,Second,5,30717.0,Diesel,Automatic,21.76,1995.0,190.0,25.99
332,Hyundai Verna 1.6 SX,2012,First,5,80000.0,Diesel,Manual,22.32,1582.0,126.32,5.25
333,Tata Manza Club Class Quadrajet90 LS,2013,First,5,47304.0,Diesel,Manual,21.02,1248.0,88.8,2.9
334,Skoda Octavia RS,2005,First,5,100000.0,Petrol,Automatic,14.45,1984.0,227.0,2.05
335,Suzuki Alto K10 VXI,2017,First,5,30000.0,Petrol,Manual,24.07,998.0,67.1,3.75
336,Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,First,5,68000.0,Diesel,Manual,22.7,1498.0,89.84,6.75
337,Chevrolet Spark 1.0 LS,2011,Second,5,21000.0,Petrol,Manual,18.0,995.0,62.0,0.95
338,Jaguar XF 2.0 Diesel Portfolio,2017,First,5,21000.0,Diesel,Automatic,19.33,1999.0,177.0,52.0
339,Honda CR-V RVi MT,2007,Third,5,119000.0,Petrol,Manual,13.1,1997.0,141.1,3.91
340,Skoda Superb L&K 1.8 TSI AT,2019,First,5,13747.0,Petrol,Automatic,14.67,1798.0,177.46,27.3
341,Hyundai i10 Magna 1.2,2009,First,5,620000.0,Petrol,Manual,20.36,1197.0,78.9,2.7
342,Suzuki Swift LDI,2013,First,5,70000.0,Diesel,Manual,22.9,1248.0,74.0,3.5
343,Suzuki Swift Dzire VXi AT,2016,First,5,18000.0,Petrol,Automatic,18.5,1197.0,83.14,6.2
344,Nissan Micra Diesel XV,2011,First,5,83000.0,Diesel,Manual,23.08,1461.0,63.1,2.75
345,Suzuki Swift Dzire Tour LDI,2015,First,5,130000.0,Diesel,Manual,23.4,1248.0,74.0,3.25
346,Ford Fiesta Classic 1.4 Duratorq CLXI,2012,First,5,63400.0,Diesel,Manual,17.8,1399.0,67.0,3.25
347,Suzuki Zen LX,2003,First,5,65000.0,Petrol,Manual,17.3,993.0,60.0,0.65
348,Mini Clubman Cooper S,2017,First,5,8350.0,Petrol,Manual,13.8,1998.0,192.0,35.0
349,Toyota Etios GD,2014,First,5,45000.0,Diesel,Manual,23.59,1364.0,67.05,3.25
350,Suzuki Alto 800 2016-2019 LXI,2018,First,5,26200.0,Petrol,Manual,24.7,796.0,47.3,2.9
351,Suzuki Alto VXi,2011,Third,5,11000.0,Petrol,Manual,18.9,796.0,47.0,2.9
352,BMW X5 3.0d,2009,Second,5,90000.0,Diesel,Automatic,11.0,2993.0,235.0,17.75
353,Nissan Teana XV,2015,Second,5,74000.0,Petrol,Automatic,11.07,2496.0,179.5,8.25
354,Hyundai Grand i10 AT Asta,2015,First,5,37081.0,Petrol,Automatic,18.9,1197.0,82.0,5.77
355,Suzuki Vitara Brezza ZDi Plus,2017,First,5,39000.0,Diesel,Manual,24.3,1248.0,88.5,9.49
356,Audi Q7 3.0 TDI Quattro Premium Plus,2008,Third,7,99000.0,Diesel,Automatic,12.07,2967.0,241.4,12.95
357,Mercedes-Benz GLA Class 200 CDI,2015,First,5,38000.0,Diesel,Automatic,17.9,2143.0,136.0,20.0
358,Suzuki 800 AC,2007,Third,4,72000.0,Petrol,Manual,16.1,796.0,37.0,1.0
359,Renault Duster 85PS Diesel RxL,2015,Second,5,93000.0,Diesel,Manual,20.45,1461.0,83.8,7.1
360,Toyota Corolla Altis D-4D GL,2017,First,5,5900.0,Diesel,Manual,21.43,1364.0,87.2,16.5
361,Mercedes-Benz New C-Class 220,2014,First,5,25000.0,Diesel,Manual,15.8,2148.0,170.0,26.0
362,Suzuki Ritz VDi,2010,Second,5,68000.0,Diesel,Manual,21.1,1248.0,73.9,3.2
363,Honda BRV i-VTEC V CVT,2017,First,7,35676.0,Petrol,Automatic,16.0,1497.0,117.3,9.48
364,Hyundai Xcent 1.1 CRDi Base,2015,First,5,74310.0,Diesel,Manual,24.4,1120.0,71.0,4.0
365,Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,2014,First,5,59364.0,Diesel,Automatic,14.21,2143.0,203.0,26.5
366,Mercedes-Benz B Class B180,2014,Second,5,41380.0,Petrol,Automatic,14.8,1595.0,120.7,11.77
367,Mercedes-Benz E-Class 2015-2017 E250 Edition E,2017,First,5,33900.0,Diesel,Automatic,15.0,2143.0,204.0,37.0
368,Honda City i VTEC VX Option,2016,First,5,28000.0,Petrol,Manual,17.8,1497.0,117.3,8.75
369,Honda City 1.5 S MT,2011,First,5,93982.0,Petrol,Manual,17.0,1497.0,118.0,3.75
370,Hyundai Verna Transform VTVT,2010,First,5,95000.0,Petrol,Manual,16.2,1599.0,103.2,2.5
371,Jaguar XE Portfolio,2017,First,5,9000.0,Petrol,Automatic,13.5,1999.0,246.74,34.5
372,Honda Amaze S i-Vtech,2015,First,5,52516.0,Petrol,Manual,18.0,1198.0,86.7,4.65
373,Mini Cooper Convertible 1.6,2015,First,4,20000.0,Petrol,Automatic,18.86,1598.0,122.0,32.0
374,Mercedes-Benz S Class 2005 2013 S 350 CDI,2017,First,5,56451.0,Diesel,Automatic,13.5,2987.0,282.0,62.81
375,Hyundai EON Magna Plus,2014,First,5,37000.0,Petrol,Manual,21.1,814.0,55.2,3.25
376,Suzuki Wagon R VXI BS IV,2014,First,5,17400.0,Petrol,Manual,20.51,998.0,67.04,3.1
377,Suzuki Ritz LDi,2011,First,5,90207.0,Diesel,Manual,21.1,1248.0,73.9,3.91
378,BMW 3 Series 320d Sedan,2011,First,5,89616.0,Diesel,Automatic,16.07,1995.0,181.0,11.0
379,Tata Xenon XT EX 4X2,2014,First,5,85000.0,Diesel,Manual,13.49,2179.0,138.03,3.5
380,Audi A3 35 TDI Attraction,2014,First,5,79271.0,Diesel,Automatic,20.38,1968.0,143.0,16.5
381,Land Rover Range Rover 2.2L Dynamic,2012,First,5,56000.0,Diesel,Automatic,12.7,2179.0,187.7,30.0
382,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,2010,Second,7,85001.0,Diesel,Automatic,12.0,2987.0,224.0,28.0
383,Mitsubishi Pajero Sport 4X2 AT DualTone BlackTop,2018,First,7,12000.0,Diesel,Automatic,13.5,2477.0,175.56,28.0
384,Suzuki Alto LX,2010,First,5,125000.0,Petrol,Manual,19.7,796.0,46.3,0.92
385,Suzuki Wagon R LXI BSIII,2013,First,5,53000.0,Petrol,Manual,14.0,1061.0,64.0,2.75
386,Land Rover Range Rover 2.2L Prestige,2017,First,5,34990.0,Diesel,Automatic,12.7,2179.0,187.7,53.83
387,Hyundai Verna 1.6 SX VTVT,2011,Second,5,49768.0,Petrol,Manual,17.01,1591.0,121.3,4.95
388,BMW 5 Series 525d Sedan,2013,First,5,56000.0,Diesel,Automatic,16.73,2993.0,218.0,33.5
389,Jaguar XF Diesel,2013,First,5,75000.0,Diesel,Automatic,14.74,2993.0,270.9,27.95
390,Skoda Superb Elegance 1.8 TSI AT,2010,First,5,57000.0,Petrol,Automatic,13.7,1798.0,157.75,7.25
391,Audi Q3 35 TDI Quattro Premium,2017,First,5,37542.0,Diesel,Automatic,15.73,1968.0,174.33,25.71
392,Land Rover Range Rover 2.2L Pure,2014,First,5,95649.0,Diesel,Automatic,12.7,2179.0,187.7,29.67
393,Mercedes-Benz New C-Class 220 CDI AT,2013,First,5,35299.0,Diesel,Automatic,14.84,2143.0,170.0,19.0
394,Mahindra Scorpio S10 4WD,2017,First,7,28464.0,Diesel,Manual,15.4,2179.0,120.0,13.05
395,BMW 3 Series Luxury Line,2015,First,5,41000.0,Diesel,Automatic,21.76,1995.0,190.0,25.5
396,Honda BR-V i-VTEC S MT,2017,First,7,9000.0,Petrol,Manual,15.4,1497.0,117.3,8.5
397,Volvo S80 2006-2013 D5,2010,Second,5,92098.0,Diesel,Automatic,16.0,2400.0,215.0,7.25
398,Hyundai Accent GLE,2005,First,5,5834.0,Petrol,Manual,13.2,1495.0,94.0,0.8
399,Hyundai i20 Active SX Petrol,2017,First,5,40250.0,Petrol,Manual,17.19,1197.0,81.86,6.9
400,Mercedes-Benz GLC 43 AMG Coupe,2018,First,5,22397.0,Petrol,Automatic,11.5,2996.0,367.0,70.99
401,Hyundai EON Magna Plus,2015,Second,5,20800.0,Petrol,Manual,21.1,814.0,55.2,2.25
402,Hyundai Grand i10 SportZ Edition,2018,First,5,40322.0,Petrol,Manual,18.9,1197.0,81.86,5.5
403,Honda City 1.5 EXI S,2013,First,5,52576.0,Petrol,Manual,13.0,1493.0,100.0,4.35
404,Volkswagen Polo Petrol Trendline 1.2L,2010,First,5,55000.0,Petrol,Manual,16.47,1198.0,73.9,2.25
405,Audi A6 35 TFSI Matrix,2016,First,5,47000.0,Petrol,Automatic,15.26,1798.0,187.74,24.5
406,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,2017,First,5,23163.0,Petrol,Manual,15.29,1591.0,121.3,12.03
407,Mercedes-Benz New C-Class C 200 CGI Avantgarde,2011,Second,5,50000.0,Petrol,Automatic,11.74,1796.0,186.0,8.5
408,Mini Cooper Convertible S,2014,First,4,11900.0,Petrol,Automatic,16.82,1998.0,189.08,28.5
409,Toyota Etios VD,2013,First,5,37000.0,Diesel,Manual,23.59,1364.0,67.04,5.75
410,Honda Brio S MT,2014,Second,5,30000.0,Petrol,Manual,19.4,1198.0,86.8,3.2
411,Suzuki Baleno Alpha Automatic,2018,First,5,12831.0,Petrol,Automatic,21.4,1197.0,83.1,9.89
412,Skoda Laura Ambiente 2.0 TDI CR AT,2012,First,5,143017.0,Diesel,Automatic,20.0,1968.0,138.1,6.58
413,Hyundai EON Era Plus,2018,First,5,13102.0,Petrol,Manual,21.1,814.0,55.2,4.06
414,Renault Captur 1.5 Diesel RXL,2019,First,5,24950.0,Diesel,Manual,20.37,1461.0,108.45,13.37
415,BMW 5 Series 2003-2012 GT 530d LE,2011,First,5,57832.0,Diesel,Automatic,16.2,2993.0,258.0,25.82
416,Suzuki Alto 800 LXI,2016,First,5,34267.0,Petrol,Manual,22.74,796.0,47.3,3.74
417,Volvo V40 D3,2015,Second,5,33000.0,Diesel,Automatic,16.8,1984.0,150.0,22.0
418,Suzuki Wagon R LXI BSII,2007,First,5,55100.0,Petrol,Manual,18.9,998.0,67.1,1.45
419,Honda City ZX GXi,2008,First,5,40000.0,Petrol,Manual,17.7,1497.0,78.0,2.0
420,Chevrolet Enjoy 1.4 LS 8,2014,First,8,15000.0,Petrol,Manual,13.7,1399.0,98.79,3.75
421,Mahindra Bolero ZLX,2016,First,7,82756.0,Diesel,Manual,15.96,2523.0,62.1,7.7
422,Hyundai EON D Lite,2014,First,5,20600.0,Petrol,Manual,21.1,814.0,55.2,2.6
423,Hyundai Creta 1.6 SX Plus Petrol Automatic,2017,First,5,29952.0,Petrol,Automatic,13.0,1591.0,121.3,13.77
424,Volkswagen Vento 1.6 Comfortline,2017,Second,5,15000.0,Petrol,Manual,16.09,1598.0,103.5,7.1
425,Honda Civic 2006-2010 1.8 S AT,2008,Second,5,61938.0,Petrol,Automatic,12.9,1799.0,130.0,2.65
426,Tata Indica Vista Quadrajet LS,2014,First,5,67000.0,Diesel,Manual,22.3,1248.0,74.0,2.5
427,Mahindra XUV500 W8 2WD,2013,First,7,61672.0,Diesel,Manual,16.0,2179.0,140.0,7.53
428,Hyundai i20 1.2 Asta Option,2017,First,5,26185.0,Petrol,Manual,18.6,1197.0,81.83,7.98
429,Audi Q5 30 TDI quattro Premium Plus,2014,Second,5,38000.0,Diesel,Automatic,14.16,1968.0,174.3,39.0
430,Suzuki Ritz VXi,2011,Second,5,67000.0,Petrol,Manual,18.5,1197.0,85.8,2.25
431,Mitsubishi Cedia Sports,2010,Second,5,66000.0,Petrol,Manual,13.17,1999.0,114.0,3.85
432,Toyota Innova 2.5 V Diesel 7-seater,2015,First,7,80883.0,Diesel,Manual,12.8,2494.0,102.0,13.5
433,Suzuki Celerio LDi,2016,First,5,80219.0,Diesel,Manual,27.62,793.0,47.0,3.5
434,Suzuki S-Cross Delta DDiS 200 SH,2018,First,5,12923.0,Diesel,Manual,25.1,1248.0,88.5,8.92
435,Audi Q3 35 TDI Quattro Premium Plus,2016,First,5,86642.0,Diesel,Automatic,15.17,1968.0,181.0,20.37
436,BMW 3 Series Luxury Line,2016,First,5,19235.0,Diesel,Automatic,21.76,1995.0,190.0,36.5
437,Audi Q7 4.2 TDI Quattro Technology,2016,First,7,51002.0,Diesel,Automatic,11.33,4134.0,335.2,48.91
438,Hyundai i20 2015-2017 Asta 1.2,2016,First,5,6800.0,Petrol,Manual,18.6,1197.0,81.83,7.2
439,Renault Duster 110PS Diesel RxL,2012,First,5,82749.0,Diesel,Manual,19.01,1461.0,108.45,5.99
440,Hyundai Xcent 1.1 CRDi S Celebration Edition,2016,First,5,51000.0,Diesel,Manual,24.4,1120.0,71.0,5.25
441,Ford Ecosport 1.5 DV5 MT Titanium,2014,First,5,31465.0,Diesel,Manual,22.7,1498.0,89.84,6.5
442,Volkswagen Polo Petrol Trendline 1.2L,2013,First,5,76476.0,Petrol,Manual,16.47,1198.0,73.9,4.4
443,Hyundai Grand i10 CRDi Magna,2017,First,5,14000.0,Diesel,Manual,24.0,1120.0,70.0,4.6
444,Tata Manza Aqua Quadrajet BS IV,2013,First,5,47000.0,Diesel,Manual,21.12,1248.0,88.8,2.95
445,Honda City 1.5 V MT,2011,First,5,48466.0,Petrol,Manual,17.0,1497.0,118.0,3.26
446,Hyundai Santro Xing GLS,2008,Second,5,46000.0,Petrol,Manual,17.92,1086.0,62.1,2.22
447,Toyota Innova 2.5 VX (Diesel) 7 Seater,2012,First,7,162663.0,Diesel,Manual,12.99,2494.0,100.0,10.5
448,Suzuki Ciaz 1.3 S,2017,First,5,25142.0,Diesel,Manual,28.09,1248.0,88.5,8.26
449,Toyota Fortuner 4x4 MT TRD Sportivo,2013,First,7,69000.0,Diesel,Manual,12.55,2982.0,169.0,14.45
450,Mercedes-Benz E-Class E 220 d,2018,First,5,26405.0,Petrol,Automatic,12.6,1950.0,191.34,51.43
451,Mercedes-Benz New C-Class 220 CDI MT,2014,First,5,45000.0,Diesel,Manual,15.8,2148.0,170.0,23.0
452,Skoda Yeti Ambition 4X2,2012,First,5,64284.0,Diesel,Manual,17.72,1968.0,108.49,5.5
453,Hyundai Grand i10 Sportz,2015,First,5,27000.0,Petrol,Manual,18.9,1197.0,82.0,4.5
454,Ford Figo 2015-2019 1.2P Titanium MT,2018,First,5,3678.0,Petrol,Manual,18.16,1196.0,86.8,6.8
455,Skoda Octavia Ambition 1.4 TSI MT,2013,First,5,21000.0,Petrol,Manual,16.8,1395.0,138.02,8.75
456,Renault Duster 85PS Diesel RxL Option,2015,Second,5,67000.0,Diesel,Manual,19.87,1461.0,83.8,7.0
457,Land Rover Range Rover Evoque 2.0 TD4 Pure,2015,Second,5,24000.0,Diesel,Automatic,15.68,1999.0,177.0,33.5
458,Ford Figo Diesel EXI,2011,Second,5,75000.0,Diesel,Manual,20.0,1399.0,68.0,2.25
459,Ford Endeavour Hurricane Limited Edition,2008,Second,7,179000.0,Diesel,Automatic,12.8,2953.0,156.0,4.24
460,Toyota Fortuner 4x4 MT,2017,First,7,47198.0,Diesel,Manual,12.55,2982.0,168.5,28.42
461,Volkswagen Polo Diesel Comfortline 1.2L,2012,First,5,52000.0,Diesel,Manual,22.07,1199.0,73.9,2.75
462,Suzuki Ritz VDi,2011,First,5,91000.0,Diesel,Manual,23.2,1248.0,73.94,3.0
463,Nissan Micra Diesel XV Premium,2013,First,5,60000.0,Diesel,Manual,23.08,1461.0,63.1,3.55
464,Hyundai Verna 1.6 SX,2013,First,5,37873.0,Diesel,Manual,22.32,1582.0,126.32,4.8
465,BMW 5 Series 2003-2012 523i,2011,First,5,31000.0,Petrol,Automatic,10.8,2497.0,150.0,13.5
466,Mercedes-Benz GLS 350d 4MATIC,2017,First,7,129000.0,Diesel,Automatic,11.0,2987.0,258.0,56.0
467,Honda CR-V 2.4L 4WD AT,2004,First,5,78000.0,Petrol,Automatic,12.0,2354.0,187.4,3.99
468,Hyundai Creta 1.6 CRDi AT SX Plus,2016,First,5,32000.0,Diesel,Automatic,17.01,1582.0,126.2,15.5
469,Hyundai i10 Era,2010,Second,5,59000.0,Petrol,Manual,19.81,1086.0,68.05,2.32
470,Mercedes-Benz A Class A200 CDI Sport,2016,First,5,35437.0,Diesel,Automatic,20.0,2143.0,136.0,18.58
471,Suzuki Ertiga VXI,2014,First,7,98000.0,Petrol,Manual,16.02,1373.0,93.7,5.5
